symbol,synonyms,gene_locus,gene_id,transcript_id,conservation,conservation_ortholog,conservation_species,biological_context,context_detail,tissue/cell line,genome_variation,variation_detail,epigenetic_modification,modification_detail,expression,expression_detail,regulator_type,regulator,regulator_interaction,regulator_effect,target_type,target,target_interaction,target_effect,experimental_method,molecular_function,biological_process,pathway,functional_mechanism,clinical_detail,drug,description,pmid
HCG4B,HCGIV-6;HCGIV.5;HCGIV-06;bCX67J3.3;Em:AB023056.16;bPG309N1.1;bQB90C11.3;HCG4P6,6p22.1,ENSG00000227262.3,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg15411272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HCP5,D6S2650E;P5-1,6p21.33,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg18808777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HCP5,D6S2650E;P5-1,6p21.33,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg18808777;cg00218406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,30471352
HHLA3,,1p31.1,ENSG00000197568.14,"ENST00000359875.9,ENST00000361764.8,ENST00000370940.6,ENST00000463058.5,ENST00000486110.1,ENST00000525653.1,ENST00000531950.1",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg19342782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HMGA2-AS1,RP11-366L20.2,12q14.3,HSALNG0092015,"HSALNT0190684,HSALNT0368861,HSALNT0368862,HSALNT0368863,HSALNT0368864,HSALNT0368865,HSALNT0368866",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg04890607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HOTAIRM1,HOXA-AS1;NCRNA00179;HOXA1-AS1,7p15.2,HSALNG0056850,"HSALNT0120311,HSALNT0120312,HSALNT0120313,HSALNT0120315,HSALNT0120317,HSALNT0120323,HSALNT0339878,HSALNT0339879,HSALNT0339880,HSALNT0339881,HSALNT0339882,HSALNT0339883,HSALNT0339884,HSALNT0339885,HSALNT0339886,HSALNT0339887,HSALNT0339888,HSALNT0339889",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg00106345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HOXA-AS2,HOXA3as,7p15.2,HSALNG0056854,"HSALNT0120328,HSALNT0120329,HSALNT0120330,HSALNT0120332,HSALNT0120334,HSALNT0120335,HSALNT0120337,HSALNT0120338,HSALNT0120340,HSALNT0120343,HSALNT0120344,HSALNT0120345,HSALNT0120347,HSALNT0120350,HSALNT0120351,HSALNT0339890,HSALNT0339891,HSALNT0339892,HSALNT0339893,HSALNT0339894,HSALNT0339895,HSALNT0339896,HSALNT0339897,HSALNT0339898,HSALNT0339899,HSALNT0339900,HSALNT0339901,HSALNT0339902,HSALNT0339903,HSALNT0339904,HSALNT0339905,HSALNT0339906,HSALNT0339907,HSALNT0339908,HSALNT0339909,HSALNT0339910,HSALNT0339911,HSALNT0339915",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg00524179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HOXA-AS3,HOXA6as,7p15.2,HSALNG0056858,"HSALNT0120349,HSALNT0120352,HSALNT0120353,HSALNT0120357,HSALNT0120359,HSALNT0289449,HSALNT0339916,HSALNT0339917,HSALNT0339918,HSALNT0339920,HSALNT0339921,HSALNT0339922",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg02248486;cg04863892;cg19759481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,30471352
HOXB-AS1,,17q21.32,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg23530553;cg22777724;cg26841048;cg06942183;cg20401567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HOXB-AS3,,17q21.32,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg25960038;cg01351315;cg13994241;cg02311193;cg21242356;cg09595185;cg00711072;cg07850987;cg12744859;cg01572694;cg02749463;cg10588962;cg19047868;cg21082028;cg15649236;cg19104015;cg04514255;cg00690402;cg13609544;cg14285150;cg11971423;cg20693334;cg04014328;cg19710451;cg26072749;cg07676709;cg08832695;cg17144149;cg15908709;cg05323879;cg13479204;cg01405107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
HOXB-AS3,,17q21.32,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg04196862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,30301579
HULC,NCRNA00078;LINC00078;HCCAT1,6p24.3,HSALNG0047929,"HSALNT0100946,HSALNT0100947,HSALNT0100948,HSALNT0100951,HSALNT0100958,HSALNT0100959,HSALNT0100960,HSALNT0100961,HSALNT0100962,HSALNT0100965,HSALNT0100966,HSALNT0100967,HSALNT0100968,HSALNT0100969,HSALNT0100970,HSALNT0100971,HSALNT0100972,HSALNT0100974,HSALNT0100975,HSALNT0100979,HSALNT0100980,HSALNT0100981,HSALNT0100982,HSALNT0100983,HSALNT0100985,HSALNT0100987,HSALNT0100988,HSALNT0100989,HSALNT0100997,HSALNT0100998,HSALNT0101007,HSALNT0101008,HSALNT0101009,HSALNT0101010,HSALNT0101011,HSALNT0101012,HSALNT0101013,HSALNT0101014,HSALNT0101015,HSALNT0101017,HSALNT0101020,HSALNT0101023,HSALNT0101028,HSALNT0101030,HSALNT0101031,HSALNT0101032,HSALNT0101033,HSALNT0101037,HSALNT0101038,HSALNT0101042,HSALNT0101043,HSALNT0101046,HSALNT0101047,HSALNT0101053,HSALNT0101055,HSALNT0101056,HSALNT0101057,HSALNT0101058,HSALNT0101059,HSALNT0101060,HSALNT0101061,HSALNT0101062,HSALNT0101063,HSALNT0101064,HSALNT0101065,HSALNT0101066,HSALNT0101067,HSALNT0101068,HSALNT0101070,HSALNT0101071,HSALNT0101072,HSALNT0101073,HSALNT0101074,HSALNT0101075,HSALNT0101076,HSALNT0101077,HSALNT0101078,HSALNT0101079,HSALNT0101080,HSALNT0101081,HSALNT0101094,HSALNT0101095,HSALNT0101097,HSALNT0101098,HSALNT0289007,HSALNT0332209,HSALNT0332210,HSALNT0332211,HSALNT0332212,HSALNT0332213,HSALNT0332214,HSALNT0332215,HSALNT0332216,HSALNT0332217,HSALNT0332218,HSALNT0332219,HSALNT0332220,HSALNT0332221,HSALNT0332222,HSALNT0332223,HSALNT0332224,HSALNT0332225,HSALNT0332226,HSALNT0332227,HSALNT0332228,HSALNT0332229,HSALNT0332230,HSALNT0332231,HSALNT0332232,HSALNT0332233,HSALNT0332234,HSALNT0332235,HSALNT0332236,HSALNT0332237,HSALNT0332238,HSALNT0332239,HSALNT0332240,HSALNT0332241,HSALNT0332242,HSALNT0332243,HSALNT0332244,HSALNT0332245,HSALNT0332252,HSALNT0332253,HSALNT0332254,HSALNT0332255,HSALNT0332256,HSALNT0332257,HSALNT0332258,HSALNT0332259,HSALNT0332260,HSALNT0332261,HSALNT0332262,HSALNT0332263,HSALNT0332264,HSALNT0332265,HSALNT0332266,HSALNT0332267,HSALNT0332268,HSALNT0332269,HSALNT0332270,HSALNT0332271,HSALNT0332272,HSALNT0332273,HSALNT0332274,HSALNT0332275,HSALNT0332276,HSALNT0332277,HSALNT0332278,HSALNT0332279,HSALNT0332280,HSALNT0332281,HSALNT0332282,HSALNT0332283,HSALNT0332284,HSALNT0332285,HSALNT0332286,HSALNT0332287,HSALNT0332288,HSALNT0332289,HSALNT0332290,HSALNT0332291,HSALNT0332292,HSALNT0332293,HSALNT0332294,HSALNT0332295,HSALNT0332296,HSALNT0332297,HSALNT0332298,HSALNT0332299,HSALNT0332300,HSALNT0332301,HSALNT0332302,HSALNT0332303,HSALNT0332304,HSALNT0332305,HSALNT0332306,HSALNT0332307,HSALNT0332308,HSALNT0332309,HSALNT0332310,HSALNT0332311,HSALNT0332312,HSALNT0332313,HSALNT0332314,HSALNT0332315,HSALNT0332316,HSALNT0332317,HSALNT0332318,HSALNT0332319,HSALNT0332320,HSALNT0332321,HSALNT0332322,HSALNT0332323,HSALNT0332324,HSALNT0332325,HSALNT0332326,HSALNT0332327,HSALNT0332328,HSALNT0332329,HSALNT0332330,HSALNT0332331,HSALNT0332332,HSALNT0332333,HSALNT0332334,HSALNT0332335,HSALNT0332336,HSALNT0332337,HSALNT0332338,HSALNT0332339,HSALNT0332340,HSALNT0332341,HSALNT0332342,HSALNT0332343,HSALNT0332344,HSALNT0332345,HSALNT0332346,HSALNT0332347,HSALNT0332348,HSALNT0332349,HSALNT0332350,HSALNT0332351,HSALNT0332352,HSALNT0332353,HSALNT0332354,HSALNT0332355,HSALNT0332356,HSALNT0332357,HSALNT0332358,HSALNT0332359,HSALNT0332360,HSALNT0332361,HSALNT0332362,HSALNT0332363,HSALNT0332364,HSALNT0332365,HSALNT0332366,HSALNT0332367,HSALNT0332368,HSALNT0332369,HSALNT0332370,HSALNT0332371,HSALNT0332372,HSALNT0332373,HSALNT0332374,HSALNT0332375,HSALNT0332376,HSALNT0332377,HSALNT0332378,HSALNT0332379,HSALNT0332380,HSALNT0332381,HSALNT0332382,HSALNT0332383,HSALNT0332384,HSALNT0332385,HSALNT0332386,HSALNT0332387,HSALNT0332388,HSALNT0332390,HSALNT0332391,HSALNT0332392,HSALNT0332393,HSALNT0332394,HSALNT0332395,HSALNT0332396,HSALNT0332397,HSALNT0332398,HSALNT0332399,HSALNT0332400,HSALNT0332401,HSALNT0332402,HSALNT0332403,HSALNT0332404,HSALNT0332405,HSALNT0332406,HSALNT0332407,HSALNT0332408,HSALNT0332409,HSALNT0332410,HSALNT0332414",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg12656896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
KCNQ1OT1,KvDMR1;KCNQ1-AS2;KvLQT1-AS;LIT1;NCRNA00012,11p15.5,HSALNG0082235,"HSALNT0171216,HSALNT0171217,HSALNT0171219,HSALNT0289421,HSALNT0361046,HSALNT0361047,HSALNT0361048,HSALNT0361049,HSALNT0361050,HSALNT0361058",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg06294475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC-PINT,FLJ43663;PINT;LincRNA-Pint;MKLN1-AS1,7q32.3,HSALNG0061385,"HSALNT0129046,HSALNT0129047,HSALNT0129053,HSALNT0129054,HSALNT0129058,HSALNT0129059,HSALNT0129060,HSALNT0129062,HSALNT0129063,HSALNT0129064,HSALNT0129069,HSALNT0129076,HSALNT0129079,HSALNT0129080,HSALNT0129081,HSALNT0129082,HSALNT0129084,HSALNT0129085,HSALNT0129086,HSALNT0129087,HSALNT0129088,HSALNT0129089,HSALNT0129090,HSALNT0129093,HSALNT0129094,HSALNT0129095,HSALNT0129096,HSALNT0129097,HSALNT0129098,HSALNT0129099,HSALNT0129100,HSALNT0129101,HSALNT0129103,HSALNT0129104,HSALNT0129114,HSALNT0129115,HSALNT0343385,HSALNT0343386,HSALNT0343387,HSALNT0343388,HSALNT0343389,HSALNT0343390,HSALNT0343391,HSALNT0343392,HSALNT0343393,HSALNT0343394,HSALNT0343395,HSALNT0343400,HSALNT0343401,HSALNT0343402,HSALNT0343403,HSALNT0343404,HSALNT0343405,HSALNT0343406,HSALNT0343407,HSALNT0343408,HSALNT0343409,HSALNT0343410,HSALNT0343411,HSALNT0343412,HSALNT0343413,HSALNT0343414,HSALNT0343415,HSALNT0343416,HSALNT0343417,HSALNT0343418,HSALNT0343419,HSALNT0343420,HSALNT0343421,HSALNT0343422,HSALNT0343423,HSALNT0343424,HSALNT0343425,HSALNT0343426,HSALNT0343427,HSALNT0343434,HSALNT0343435,HSALNT0343436,HSALNT0343437,HSALNT0343438,HSALNT0343439,HSALNT0343440,HSALNT0343441,HSALNT0343442,HSALNT0343443,HSALNT0343444,HSALNT0343445,HSALNT0343446,HSALNT0343447,HSALNT0343448,HSALNT0343449,HSALNT0343450,HSALNT0343451,HSALNT0343452,HSALNT0343453,HSALNT0343454,HSALNT0343455,HSALNT0343456,HSALNT0343457,HSALNT0343458,HSALNT0343462,HSALNT0343463,HSALNT0343464,HSALNT0343465,HSALNT0343466,HSALNT0343467",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg22544881;cg17437088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC00243,bQB230F21.2;FLJ40693;bQB10J12.2;C6orf214;NCRNA00243,6p21.33,HSALNG0049199,"HSALNT0104084,HSALNT0104085,HSALNT0104086,HSALNT0104090,HSALNT0333660,HSALNT0333661,HSALNT0333662,HSALNT0333663,HSALNT0333664,HSALNT0333665",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg22028727;cg27154651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC00243,bQB230F21.2;FLJ40693;bQB10J12.2;C6orf214;NCRNA00243,6p21.33,HSALNG0049199,"HSALNT0104084,HSALNT0104085,HSALNT0104086,HSALNT0104090,HSALNT0333660,HSALNT0333661,HSALNT0333662,HSALNT0333663,HSALNT0333664,HSALNT0333665",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg27154651;cg26413855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,30471352
LINC00299,FLJ45673;C2orf46;NCRNA00299,2p25.1,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg11358199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC00334,C21orf89;NCRNA00334,21q22.3,HSALNG0133612,"HSALNT0274600,HSALNT0274601,HSALNT0274605,HSALNT0274606,HSALNT0289033,HSALNT0404616,HSALNT0404617,HSALNT0404618,HSALNT0404619,HSALNT0404620,HSALNT0404621,HSALNT0404622,HSALNT0404623,HSALNT0404624,HSALNT0404625,HSALNT0404626",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg11663144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC00484,C9orf73,9q22.2,HSALNG0072704,"HSALNT0151998,HSALNT0151999,HSALNT0152000,HSALNT0152001,HSALNT0152003,HSALNT0152005,HSALNT0152006,HSALNT0152008,HSALNT0152009,HSALNT0152010,HSALNT0152011,HSALNT0152013,HSALNT0152014,HSALNT0152015,HSALNT0152017,HSALNT0152019,HSALNT0152020,HSALNT0152022,HSALNT0152024,HSALNT0152025,HSALNT0152026,HSALNT0152027,HSALNT0152028,HSALNT0152029,HSALNT0152031,HSALNT0152032,HSALNT0152033,HSALNT0152034,HSALNT0152036,HSALNT0152037,HSALNT0152039,HSALNT0353618,HSALNT0353619,HSALNT0353620,HSALNT0353621,HSALNT0353622,HSALNT0353623,HSALNT0353624,HSALNT0353625,HSALNT0353626,HSALNT0353627,HSALNT0353628,HSALNT0353629,HSALNT0353630,HSALNT0353631,HSALNT0353634,HSALNT0353635,HSALNT0353636,HSALNT0353637,HSALNT0353638,HSALNT0353639,HSALNT0353645,HSALNT0353646,HSALNT0353647,HSALNT0353648,HSALNT0353649",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg13439189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC00488,FLJ41232;C3orf66,3q13.13,HSALNG0147584,"HSALNT0313735,HSALNT0313736,HSALNT0313737",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg13916298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC00511,onco-lncRNA-12,17q24.3,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg23398508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC00540,,13q12.11,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg00792968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC00612,MGC40170;FLJ41814;C12orf33,12p13.31,HSALNG0089110,"HSALNT0185337,HSALNT0185339,HSALNT0289303,HSALNT0366589,HSALNT0366590,HSALNT0366591",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg03539765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC00862,C1orf98;SMIM16,1q32.1,HSALNG0009573,"HSALNT0019798,HSALNT0019799,HSALNT0019804,HSALNT0019807,HSALNT0019808,HSALNT0019809,HSALNT0019810,HSALNT0019811,HSALNT0019812,HSALNT0019819,HSALNT0019821,HSALNT0019825,HSALNT0019826,HSALNT0019827,HSALNT0019829,HSALNT0019830,HSALNT0019831,HSALNT0019832,HSALNT0019833,HSALNT0019834,HSALNT0297363,HSALNT0297366,HSALNT0297367,HSALNT0297368,HSALNT0297369,HSALNT0297370,HSALNT0297371,HSALNT0297372,HSALNT0297373,HSALNT0297374,HSALNT0297375,HSALNT0297376,HSALNT0297377",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg27058077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC01122,FLJ30838;AC007092.1,2p16.1,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg10416784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC01127,,2q11.2,HSALNG0017393,"HSALNT0036607,HSALNT0036608,HSALNT0036609,HSALNT0036610,HSALNT0036612,HSALNT0036613,HSALNT0036617,HSALNT0036618,HSALNT0036619,HSALNT0036620,HSALNT0036621,HSALNT0036622,HSALNT0036623,HSALNT0036624,HSALNT0036625,HSALNT0036631,HSALNT0036633,HSALNT0036634,HSALNT0036635,HSALNT0304509,HSALNT0304510,HSALNT0304511,HSALNT0304512,HSALNT0304513,HSALNT0304514,HSALNT0304515,HSALNT0304516,HSALNT0304517,HSALNT0304518,HSALNT0304519,HSALNT0304520,HSALNT0304521,HSALNT0304522,HSALNT0304523,HSALNT0304524",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg10667895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC01144,TCONS_00000513,1p34.1,HSALNG0003233,"HSALNT0006163,HSALNT0006164,HSALNT0006166,HSALNT0006167,HSALNT0006168,HSALNT0006169,HSALNT0291925",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg09409484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC01503,lnc-PPP2R4-5;RP11-65J3.1,9q34.11,HSALNG0074718,"HSALNT0155881,HSALNT0155882,HSALNT0155884,HSALNT0155885,HSALNT0155886,HSALNT0155889,HSALNT0155890,HSALNT0155891,HSALNT0155893,HSALNT0155896,HSALNT0155897,HSALNT0155898,HSALNT0155899,HSALNT0155900,HSALNT0155904,HSALNT0155905,HSALNT0155906,HSALNT0155908,HSALNT0155910,HSALNT0155911,HSALNT0155913,HSALNT0289110,HSALNT0355045,HSALNT0355046,HSALNT0355047,HSALNT0355048,HSALNT0355049,HSALNT0355050,HSALNT0355051,HSALNT0355052,HSALNT0355053,HSALNT0355054,HSALNT0355055,HSALNT0355056,HSALNT0355057,HSALNT0355058,HSALNT0355059,HSALNT0355060,HSALNT0355061,HSALNT0355062,HSALNT0355063,HSALNT0355064,HSALNT0355065,HSALNT0355066,HSALNT0355067,HSALNT0355068,HSALNT0355069,HSALNT0355070,HSALNT0355071,HSALNT0355072,HSALNT0355073",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg00118808;cg14262955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC01550,C14orf64,14q32.2,HSALNG0103588,"HSALNT0215510,HSALNT0215511,HSALNT0215513,HSALNT0215515,HSALNT0215516,HSALNT0215517,HSALNT0215519,HSALNT0215520,HSALNT0215522,HSALNT0215523,HSALNT0215524,HSALNT0215526,HSALNT0215528,HSALNT0215530,HSALNT0215532,HSALNT0215534,HSALNT0215536,HSALNT0215537,HSALNT0215539,HSALNT0215540,HSALNT0379022,HSALNT0379023,HSALNT0379024,HSALNT0379025,HSALNT0379026,HSALNT0379027,HSALNT0379028,HSALNT0379029,HSALNT0379030,HSALNT0379031,HSALNT0379032",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg16278496;cg16062483;cg11798182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC01619,C12orf79,12q21.33,HSALNG0093041,"HSALNT0193008,HSALNT0193009,HSALNT0193010,HSALNT0193011,HSALNT0193012,HSALNT0193013,HSALNT0193014,HSALNT0193015,HSALNT0193016,HSALNT0193031,HSALNT0369714,HSALNT0369715,HSALNT0369716,HSALNT0369717,HSALNT0369718,HSALNT0369719,HSALNT0369720,HSALNT0369721,HSALNT0369722,HSALNT0369723,HSALNT0369724,HSALNT0369725,HSALNT0369726,HSALNT0369727,HSALNT0369728,HSALNT0369729,HSALNT0369730",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg08832851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC01671,BC041455;AP001626.1,21q22.3,HSALNG0133326,"HSALNT0274083,HSALNT0274084,HSALNT0274085,HSALNT0274086,HSALNT0274090,HSALNT0274091,HSALNT0274092,HSALNT0289350,HSALNT0404394,HSALNT0404395,HSALNT0404396,HSALNT0404397,HSALNT0404398,HSALNT0404399,HSALNT0404400",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg07391141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC02179,RP11-189E14.4,16q12.1,HSALNG0111295,"HSALNT0230689,HSALNT0230690,HSALNT0385849",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg01517680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC02869,C1orf143,1q41,HSALNG0010607,"HSALNT0021981,HSALNT0021983,HSALNT0298273,HSALNT0298274",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg19631762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC02870,bA432J24.4;C10orf91,10q26.3,HSALNG0081790,"HSALNT0170444,HSALNT0360754,HSALNT0360755",,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg22045288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC02898,C2orf91,2p21,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg17492395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC02908,FLJ36268;FLJ42909;C9orf139,9q34.3,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg02679745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
LINC02910,FLJ33860;C20orf197,20q13.33,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg25724895;cg09076077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
MALAT1,PRO1073;MALAT-1;NCRNA00047;HCN;NEAT2;LINC00047;mascRNA,11q13.1,HSALNG0084905,"HSALNT0176789,HSALNT0176790,HSALNT0176796,HSALNT0176798,HSALNT0176802,HSALNT0176803,HSALNT0176804,HSALNT0176807,HSALNT0176808,HSALNT0176810,HSALNT0176813,HSALNT0176815,HSALNT0176817,HSALNT0176818,HSALNT0176819,HSALNT0176821,HSALNT0176823,HSALNT0176825,HSALNT0176826,HSALNT0176827,HSALNT0176830,HSALNT0176832,HSALNT0176833,HSALNT0176835,HSALNT0176837,HSALNT0176838,HSALNT0289363,HSALNT0363299,HSALNT0363300,HSALNT0363301,HSALNT0363302,HSALNT0363303,HSALNT0363304,HSALNT0363305,HSALNT0363306,HSALNT0363307,HSALNT0363308,HSALNT0363309,HSALNT0363310,HSALNT0363311,HSALNT0363312,HSALNT0363313,HSALNT0363315,HSALNT0363316,HSALNT0363317,HSALNT0363318,HSALNT0363319,HSALNT0363320,HSALNT0363321,HSALNT0363322,HSALNT0363323,HSALNT0363324,HSALNT0363325",Y,NA,Mammal,Disease,systemic lupus erythematosus,Sle tissue,NA,NA,NA,NA,RNA,Differentially expressed,NA,NA,NA,NA,NA,NA,NA,NA,Q-RCR;Sirna,NA,NA,NA,NA,NA,NA,"Here,we found malat-1 expression was abnormally increased in sle patients and predominantly expressed in human monocytes.Additionally,silencing malat-1 significantly reduced the expression of il-21 in primary monocytes of sle patients.Furthermore,malat-1 exerts its detrimental effects by regulating sirt1 signaling.",29100395
MDS2,,1p36,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg26256901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
MEG8,NCRNA00024;Irm;Rian;Bsr;LINC00024;AL132709.8;lnc-MGC;SNHG23;SNHG24,14q32.31,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg05349024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
MIAT,FLJ25967;Rncr2;gomafu;NCRNA00066;LINC00066;lncRNA-MIAT;C22orf35,22q12.1,,,,NA,,Disease,systemic lupus erythematosus,NA,NA,NA,DNA methylation,cg22579028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29437559
