symbol,synonyms,gene_locus,gene_id,transcript_id,conservation,conservation_ortholog,conservation_species,biological_context,context_detail,tissue/cell line,genome_variation,variation_detail,epigenetic_modification,modification_detail,expression,expression_detail,regulator_type,regulator,regulator_interaction,regulator_effect,target_type,target,target_interaction,target_effect,experimental_method,molecular_function,biological_process,pathway,functional_mechanism,clinical_detail,drug,description,pmid
DLEU2,LEU2;TRIM13OS;NCRNA00022;LINC00022;MIR15AHG;DLB2;BCMSUN;RFP2OS,13q14.2,HSALNG0097094,"HSALNT0201676,HSALNT0201677,HSALNT0201680,HSALNT0201681,HSALNT0201683,HSALNT0201687,HSALNT0201690,HSALNT0201691,HSALNT0201694,HSALNT0201697,HSALNT0201701,HSALNT0201703,HSALNT0201704,HSALNT0201705,HSALNT0201707,HSALNT0201708,HSALNT0201710,HSALNT0201712,HSALNT0201714,HSALNT0201715,HSALNT0201719,HSALNT0201720,HSALNT0201724,HSALNT0201727,HSALNT0201728,HSALNT0201729,HSALNT0201731,HSALNT0201733,HSALNT0201736,HSALNT0201738,HSALNT0201742,HSALNT0201744,HSALNT0373348,HSALNT0373349,HSALNT0373350,HSALNT0373351,HSALNT0373352,HSALNT0373353,HSALNT0373354,HSALNT0373355,HSALNT0373356,HSALNT0373357,HSALNT0373358,HSALNT0373359,HSALNT0373360,HSALNT0373361,HSALNT0373362,HSALNT0373363,HSALNT0373364,HSALNT0373365,HSALNT0373366,HSALNT0373367,HSALNT0373368,HSALNT0373369,HSALNT0373370",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg06228828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
DNM3OS,MIR199A2HG;DNM3-AS1,1q24.3,HSALNG0008462,"HSALNT0017514,HSALNT0017515,HSALNT0017517,HSALNT0017518,HSALNT0017519,HSALNT0017521,HSALNT0017522,HSALNT0288935,HSALNT0296527,HSALNT0296528,HSALNT0296529,HSALNT0296530,HSALNT0296531,HSALNT0296532,HSALNT0296533,HSALNT0296534,HSALNT0296535,HSALNT0296536,HSALNT0296537,HSALNT0296538,HSALNT0296539",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg25214966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
DSCR9,NCRNA00038,21q22.13,HSALNG0132984,"HSALNT0273368,HSALNT0273369,HSALNT0273370,HSALNT0273371,HSALNT0273372,HSALNT0273377,HSALNT0273378,HSALNT0289480,HSALNT0404069",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg15318396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
EIF1B-AS1,FLJ33065,3p22.1,HSALNG0025308,"HSALNT0053258,HSALNT0053259,HSALNT0053260,HSALNT0053261,HSALNT0053262,HSALNT0053263,HSALNT0053264,HSALNT0053265,HSALNT0053266,HSALNT0053267,HSALNT0053268,HSALNT0053269,HSALNT0053271,HSALNT0053272,HSALNT0053273,HSALNT0053274,HSALNT0053275,HSALNT0053277,HSALNT0053279,HSALNT0053281,HSALNT0053282,HSALNT0053283,HSALNT0053285,HSALNT0053286,HSALNT0053287,HSALNT0053288,HSALNT0311336,HSALNT0311337,HSALNT0311338,HSALNT0311339,HSALNT0311340,HSALNT0311341,HSALNT0311342,HSALNT0311343,HSALNT0311344,HSALNT0311345,HSALNT0311346,HSALNT0311347,HSALNT0311348,HSALNT0311349,HSALNT0311350,HSALNT0311351,HSALNT0311352,HSALNT0311353,HSALNT0311354,HSALNT0311355,HSALNT0311356,HSALNT0311357,HSALNT0311358,HSALNT0311359,HSALNT0311360",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg24127115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
EMX2OS,NCRNA00045;EMX2-AS1,10q26.11,HSALNG0080912,"HSALNT0168642,HSALNT0168643,HSALNT0168644,HSALNT0168645,HSALNT0168654,HSALNT0168655,HSALNT0168656,HSALNT0168657,HSALNT0168659,HSALNT0288942,HSALNT0360165,HSALNT0360166,HSALNT0360167,HSALNT0360168,HSALNT0360169,HSALNT0360170,HSALNT0360171,HSALNT0360172,HSALNT0360173",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg05825420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
EPIST,CTC-276P9.1;Epist;C5orf66-AS1,5q31.1,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg06566775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
ERC2-IT1,Po42;C1orf1;C3orf51,3p14.3,HSALNG0026312,"HSALNT0054952,HSALNT0054953,HSALNT0289430,HSALNT0311933",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg04915058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
EWSAT1,FLJ33768;TMEM84;NCRNA00277;LINC00277,15q23,HSALNG0106834,"HSALNT0221929,HSALNT0221934,HSALNT0221935,HSALNT0221936,HSALNT0221937,HSALNT0221939,HSALNT0221940,HSALNT0221941,HSALNT0221947,HSALNT0221949,HSALNT0221950,HSALNT0221952,HSALNT0221953,HSALNT0221955,HSALNT0221956,HSALNT0221958,HSALNT0221960,HSALNT0221961,HSALNT0221962,HSALNT0221963,HSALNT0221964,HSALNT0221965,HSALNT0288960,HSALNT0381958,HSALNT0381959,HSALNT0381960,HSALNT0381961,HSALNT0381962,HSALNT0381963,HSALNT0381964,HSALNT0381965,HSALNT0381966",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg18263455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
FAM167A-AS1,C8orf12,8p23.1,HSALNG0063438,"HSALNT0133074,HSALNT0133077,HSALNT0133079,HSALNT0345224,HSALNT0345225,HSALNT0345226",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg10613815;cg02771117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
FOXD2-AS1,MGC12982,1p33,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg23659056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
GNAS-AS1,SANG;NESP-AS;NESPAS;GNAS1AS;NCRNA00075;GNASAS;GNAS-AS,20q13.32,HSALNG0131285,"HSALNT0269782,HSALNT0269783,HSALNT0269785,HSALNT0269786,HSALNT0269787,HSALNT0269788,HSALNT0269789,HSALNT0269790,HSALNT0269791,HSALNT0269792,HSALNT0402088,HSALNT0402089,HSALNT0402090",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg21938532;cg12054318;cg03344105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
H19,D11S813E;ASM;ASM1;NCRNA00008;LINC00008;MIR675HG,11p15.5,HSALNG0082178,"HSALNT0171121,HSALNT0171122,HSALNT0171123,HSALNT0171124,HSALNT0171125,HSALNT0289462,HSALNT0361012,HSALNT0361013,HSALNT0361014,HSALNT0361015,HSALNT0361016,HSALNT0361017,HSALNT0361018,HSALNT0361019,HSALNT0361020,HSALNT0361021,HSALNT0361022,HSALNT0361023,HSALNT0361024,HSALNT0361025,HSALNT0361026,HSALNT0361027,HSALNT0361028,HSALNT0361029,HSALNT0361030,HSALNT0361031",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genotyping,NA,NA,NA,NA,NA,NA,"The methylation percentages at the H19 imprint center DMR was higher in infants with WFA >85th percentile (62.7%; 95% CI, 59.9%-65.5%) than in infants with WFA 85th percentile (59.3%; 95% CI, 58.2%-60.3%; P = .02). At the intragenic IGF2 DMR, methylation levels were comparable between infants with WFA 85th percentile and infants with WFA >85th percentile. Conclusions: Our findings suggest that IGF2 plasticity may be mechanistically important in early childhood overweight or obese status. If confirmed in larger studies, these findings suggest aberrant DNA methylation at sequences regulating imprinted genes may be useful identifiers of children at risk for the development of early obesity. ",22341586
H19,D11S813E;ASM;ASM1;NCRNA00008;LINC00008;MIR675HG,11p15.5,HSALNG0082178,"HSALNT0171121,HSALNT0171122,HSALNT0171123,HSALNT0171124,HSALNT0171125,HSALNT0289462,HSALNT0361012,HSALNT0361013,HSALNT0361014,HSALNT0361015,HSALNT0361016,HSALNT0361017,HSALNT0361018,HSALNT0361019,HSALNT0361020,HSALNT0361021,HSALNT0361022,HSALNT0361023,HSALNT0361024,HSALNT0361025,HSALNT0361026,HSALNT0361027,HSALNT0361028,HSALNT0361029,HSALNT0361030,HSALNT0361031",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg16574793;cg02864690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
HCG17,NCRNA00046;LINC00046,6p22.1,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg23071690;cg01025894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
HCG17,NCRNA00046;LINC00046,6p22.1,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg14319160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
HCG18,FLJ31598;FLJ25550;Em:AB014087.1,6p22.1,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg01025894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
HCG18,FLJ31598;FLJ25550;Em:AB014087.1,6p22.1,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg14319160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
HCG21,AB023048.2;NCRNA00150,6p21,HSALNG0049215,"HSALNT0104144,HSALNT0104145,HSALNT0104146,HSALNT0104147,HSALNT0104148,HSALNT0104149,HSALNT0104150,HSALNT0104151,HSALNT0104152,HSALNT0104153,HSALNT0333673,HSALNT0333674",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg15709227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
HCG23,dJ1077I5.3,6p21.32,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg25809697;cg01937212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
HCG25,dJ1033B10.16,6p21.32,HSALNG0049506,"HSALNT0105114,HSALNT0105124,HSALNT0105128,HSALNT0105140,HSALNT0105141,HSALNT0105149,HSALNT0105150,HSALNT0333796,HSALNT0333797,HSALNT0333798,HSALNT0333799,HSALNT0333800,HSALNT0333801,HSALNT0333802,HSALNT0333803,HSALNT0333804,HSALNT0333805,HSALNT0333806",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg19277288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
HCG27,bPG299F13.9;bCX101P6.9;bQB115I13.2;FLJ40123,6p21.33,HSALNG0049246,"HSALNT0104260,HSALNT0104264,HSALNT0104266,HSALNT0104267,HSALNT0104275,HSALNT0104283,HSALNT0104284,HSALNT0104286,HSALNT0104287,HSALNT0104288,HSALNT0289441,HSALNT0333687,HSALNT0333688",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg03921216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
HCG4B,HCGIV-6;HCGIV.5;HCGIV-06;bCX67J3.3;Em:AB023056.16;bPG309N1.1;bQB90C11.3;HCG4P6,6p22.1,ENSG00000227262.3,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg24838316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
HCP5,D6S2650E;P5-1,6p21.33,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg23232773;cg18221076;cg04405704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
HCP5,D6S2650E;P5-1,6p21.33,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg00218406;cg25843003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28947923
HOTAIRM1,HOXA-AS1;NCRNA00179;HOXA1-AS1,7p15.2,HSALNG0056850,"HSALNT0120311,HSALNT0120312,HSALNT0120313,HSALNT0120315,HSALNT0120317,HSALNT0120323,HSALNT0339878,HSALNT0339879,HSALNT0339880,HSALNT0339881,HSALNT0339882,HSALNT0339883,HSALNT0339884,HSALNT0339885,HSALNT0339886,HSALNT0339887,HSALNT0339888,HSALNT0339889",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg17881200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
HOTAIRM1,HOXA-AS1;NCRNA00179;HOXA1-AS1,7p15.2,HSALNG0056850,"HSALNT0120311,HSALNT0120312,HSALNT0120313,HSALNT0120315,HSALNT0120317,HSALNT0120323,HSALNT0339878,HSALNT0339879,HSALNT0339880,HSALNT0339881,HSALNT0339882,HSALNT0339883,HSALNT0339884,HSALNT0339885,HSALNT0339886,HSALNT0339887,HSALNT0339888,HSALNT0339889",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg17485838;cg08657654;cg00106345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29717273
HOTTIP,HOXA-AS6;RP1-170O19.3;HOXA13-AS1;NCRNA00213,7p15.2,HSALNG0056871,"HSALNT0120381,HSALNT0120382,HSALNT0120383,HSALNT0120385,HSALNT0120386,HSALNT0120387,HSALNT0120388,HSALNT0120390,HSALNT0120392,HSALNT0120397,HSALNT0339947,HSALNT0339948,HSALNT0339949,HSALNT0339950,HSALNT0339951,HSALNT0339952,HSALNT0339953,HSALNT0339954,HSALNT0339955,HSALNT0339956,HSALNT0339957",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg27057027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
HOXA-AS3,HOXA6as,7p15.2,HSALNG0056858,"HSALNT0120349,HSALNT0120352,HSALNT0120353,HSALNT0120357,HSALNT0120359,HSALNT0289449,HSALNT0339916,HSALNT0339917,HSALNT0339918,HSALNT0339920,HSALNT0339921,HSALNT0339922",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg05287480;cg01210554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
HOXB-AS1,,17q21.32,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg09328349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29717273
HOXB-AS3,,17q21.32,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg05487507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29312471
HOXB-AS3,,17q21.32,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg25960038;cg10588962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
HOXB-AS3,,17q21.32,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg06384413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29956501
HOXC13-AS,HOXC-AS5,12q13.13,HSALNG0091316,"HSALNT0189442,HSALNT0189443,HSALNT0368386,HSALNT0368387,HSALNT0368388",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg24094550;cg20587394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
HYMAI,NCRNA00020,6q24.2,HSALNG0054049,"HSALNT0114616,HSALNT0114617,HSALNT0114618,HSALNT0114619,HSALNT0114620,HSALNT0114621,HSALNT0289008,HSALNT0337575",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg14161241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
IGF2-AS,PEG8;IGF2-AS1;IGF2AS,11p15.5,HSALNG0082197,"HSALNT0289463,HSALNT0361032,HSALNT0361033,HSALNT0361034,HSALNT0361035,HSALNT0361036",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg21237591;cg10501065;cg08014499;cg05777976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
KCNQ1DN,BWRT;HSA404617,11p15.4,HSALNG0082243,"HSALNT0171230,HSALNT0171231,HSALNT0171233,HSALNT0289016,HSALNT0361062",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg24780501;cg14582642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
KCNQ1OT1,KvDMR1;KCNQ1-AS2;KvLQT1-AS;LIT1;NCRNA00012,11p15.5,HSALNG0082235,"HSALNT0171216,HSALNT0171217,HSALNT0171219,HSALNT0289421,HSALNT0361046,HSALNT0361047,HSALNT0361048,HSALNT0361049,HSALNT0361050,HSALNT0361058",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg19672982;cg13428066;cg08683071;cg07683142;cg01693193;cg00000924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
KIAA0087,,7p15.2,HSALNG0141614,"HSALNT0289503,HSALNT0339850",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg12420683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
LINC-PINT,FLJ43663;PINT;LincRNA-Pint;MKLN1-AS1,7q32.3,HSALNG0061385,"HSALNT0129046,HSALNT0129047,HSALNT0129053,HSALNT0129054,HSALNT0129058,HSALNT0129059,HSALNT0129060,HSALNT0129062,HSALNT0129063,HSALNT0129064,HSALNT0129069,HSALNT0129076,HSALNT0129079,HSALNT0129080,HSALNT0129081,HSALNT0129082,HSALNT0129084,HSALNT0129085,HSALNT0129086,HSALNT0129087,HSALNT0129088,HSALNT0129089,HSALNT0129090,HSALNT0129093,HSALNT0129094,HSALNT0129095,HSALNT0129096,HSALNT0129097,HSALNT0129098,HSALNT0129099,HSALNT0129100,HSALNT0129101,HSALNT0129103,HSALNT0129104,HSALNT0129114,HSALNT0129115,HSALNT0343385,HSALNT0343386,HSALNT0343387,HSALNT0343388,HSALNT0343389,HSALNT0343390,HSALNT0343391,HSALNT0343392,HSALNT0343393,HSALNT0343394,HSALNT0343395,HSALNT0343400,HSALNT0343401,HSALNT0343402,HSALNT0343403,HSALNT0343404,HSALNT0343405,HSALNT0343406,HSALNT0343407,HSALNT0343408,HSALNT0343409,HSALNT0343410,HSALNT0343411,HSALNT0343412,HSALNT0343413,HSALNT0343414,HSALNT0343415,HSALNT0343416,HSALNT0343417,HSALNT0343418,HSALNT0343419,HSALNT0343420,HSALNT0343421,HSALNT0343422,HSALNT0343423,HSALNT0343424,HSALNT0343425,HSALNT0343426,HSALNT0343427,HSALNT0343434,HSALNT0343435,HSALNT0343436,HSALNT0343437,HSALNT0343438,HSALNT0343439,HSALNT0343440,HSALNT0343441,HSALNT0343442,HSALNT0343443,HSALNT0343444,HSALNT0343445,HSALNT0343446,HSALNT0343447,HSALNT0343448,HSALNT0343449,HSALNT0343450,HSALNT0343451,HSALNT0343452,HSALNT0343453,HSALNT0343454,HSALNT0343455,HSALNT0343456,HSALNT0343457,HSALNT0343458,HSALNT0343462,HSALNT0343463,HSALNT0343464,HSALNT0343465,HSALNT0343466,HSALNT0343467",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg14343652;cg05632420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
LINC00112,C21orf22;NCRNA00112,21q22.3,HSALNG0133238,"HSALNT0273917,HSALNT0273918,HSALNT0273919,HSALNT0273921,HSALNT0404327,HSALNT0404328,HSALNT0404329,HSALNT0404330,HSALNT0404331,HSALNT0404332,HSALNT0404333,HSALNT0404334,HSALNT0404335",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg03841136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
LINC00160,C21orf52;NCRNA00160,21q22.12,HSALNG0132865,"HSALNT0273116,HSALNT0273117,HSALNT0273118,HSALNT0273119,HSALNT0273121,HSALNT0273122,HSALNT0289022,HSALNT0403940,HSALNT0403941,HSALNT0403942,HSALNT0403943,HSALNT0403946",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg17595945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
LINC00205,NCRNA00205,21q22.3,HSALNG0133618,"HSALNT0274615,HSALNT0274617,HSALNT0274618,HSALNT0274619,HSALNT0274620,HSALNT0274621,HSALNT0274624,HSALNT0274627,HSALNT0274628,HSALNT0274631,HSALNT0274632,HSALNT0274633,HSALNT0274637,HSALNT0274648,HSALNT0274649,HSALNT0274650,HSALNT0274651,HSALNT0274652,HSALNT0404627,HSALNT0404628,HSALNT0404629,HSALNT0404630,HSALNT0404631,HSALNT0404632,HSALNT0404633,HSALNT0404634,HSALNT0404635,HSALNT0404636,HSALNT0404639,HSALNT0404641",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg01210084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
LINC00205,NCRNA00205,21q22.3,HSALNG0133618,"HSALNT0274615,HSALNT0274617,HSALNT0274618,HSALNT0274619,HSALNT0274620,HSALNT0274621,HSALNT0274624,HSALNT0274627,HSALNT0274628,HSALNT0274631,HSALNT0274632,HSALNT0274633,HSALNT0274637,HSALNT0274648,HSALNT0274649,HSALNT0274650,HSALNT0274651,HSALNT0274652,HSALNT0404627,HSALNT0404628,HSALNT0404629,HSALNT0404630,HSALNT0404631,HSALNT0404632,HSALNT0404633,HSALNT0404634,HSALNT0404635,HSALNT0404636,HSALNT0404639,HSALNT0404641",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg08538258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
LINC00261,bA216C10.1;HCCDR1;TCONS_00027846;ALIEN;DEANR1;onco-lncRNA-17;FALCOR;C20orf56;NCRNA00261,20p11.21,HSALNG0129180,"HSALNT0265499,HSALNT0265500,HSALNT0265501,HSALNT0265502,HSALNT0265503,HSALNT0265504,HSALNT0265505,HSALNT0265506,HSALNT0265507,HSALNT0265508,HSALNT0265509,HSALNT0265510,HSALNT0265511,HSALNT0265513,HSALNT0289026,HSALNT0400042,HSALNT0400043,HSALNT0400044,HSALNT0400045,HSALNT0400046,HSALNT0400047,HSALNT0400048,HSALNT0400049,HSALNT0400050,HSALNT0400051,HSALNT0400052,HSALNT0400053,HSALNT0400054,HSALNT0400055,HSALNT0400056,HSALNT0400057,HSALNT0400058,HSALNT0400059,HSALNT0400060",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg06371836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
LINC00299,FLJ45673;C2orf46;NCRNA00299,2p25.1,,,,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg05385882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
LINC00304,FLJ36701;C16orf81;NCRNA00304,16q24.3,HSALNG0113581,"HSALNT0235419,HSALNT0235421,HSALNT0235422,HSALNT0387799,HSALNT0387800,HSALNT0387801,HSALNT0387802",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg03819692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
LINC00311,MGC22001;TMEM148;NCRNA00311,16q24.1,HSALNG0113198,"HSALNT0234617,HSALNT0234618,HSALNT0234620,HSALNT0289416,HSALNT0387480",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg13391235;cg12026891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
LINC00324,FLJ34790;MGC104931;C17orf44;NCRNA00324,17p13.1,HSALNG0114404,"HSALNT0236852,HSALNT0236861,HSALNT0289307,HSALNT0388360",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg06319579;cg21722785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,29692867
LINC00337,MGC40168;C1orf211;NCRNA00337,1p36.31,HSALNG0000511,"HSALNT0001083,HSALNT0001084,HSALNT0289295,HSALNT0290010,HSALNT0290011,HSALNT0290012,HSALNT0290013,HSALNT0290014,HSALNT0290015,HSALNT0290016,HSALNT0290017,HSALNT0290018,HSALNT0290019,HSALNT0290020,HSALNT0290021,HSALNT0290022,HSALNT0290023,HSALNT0290024,HSALNT0290025,HSALNT0290026,HSALNT0290027,HSALNT0290028,HSALNT0290029",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg21413219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
LINC00461,EyeLinc1;Visc-1a;Visc-1b;Visc-2;LOC645323;ECONEXIN;NDIME,5q14.3,HSALNG0043367,"HSALNT0090995,HSALNT0090996,HSALNT0090999,HSALNT0091004,HSALNT0091009,HSALNT0091013,HSALNT0091016,HSALNT0091022,HSALNT0091024,HSALNT0091025,HSALNT0091030,HSALNT0091031,HSALNT0091032,HSALNT0091033,HSALNT0091034,HSALNT0327926,HSALNT0327927,HSALNT0327928,HSALNT0327929,HSALNT0327930,HSALNT0327931,HSALNT0327932,HSALNT0327933,HSALNT0327934,HSALNT0327935,HSALNT0327936,HSALNT0327937,HSALNT0327938,HSALNT0327939,HSALNT0327940,HSALNT0327941,HSALNT0327942,HSALNT0327943,HSALNT0327944,HSALNT0327945,HSALNT0327946,HSALNT0327947,HSALNT0327948,HSALNT0327949,HSALNT0327950,HSALNT0327951,HSALNT0327952,HSALNT0327953,HSALNT0327954,HSALNT0327955,HSALNT0327956,HSALNT0327957,HSALNT0327958,HSALNT0327959,HSALNT0327960,HSALNT0327961,HSALNT0327962,HSALNT0327963,HSALNT0327964,HSALNT0327965,HSALNT0327966,HSALNT0327967,HSALNT0327968,HSALNT0327969,HSALNT0327970",,NA,,Disease,obesity,NA,NA,NA,DNA methylation,cg20375844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,26977391
